"age";"job";"marital";"education";"default";"housing";"loan";"contact";"month";"day_of_week";"duration";"campaign";"pdays";"previous";"poutcome";"emp.var.rate";"cons.price.idx";"cons.conf.idx";"euribor3m";"nr.employed";"y"
37;"technician";"married";"professional.course";"no";"no";"no";"cellular";"aug";"tue";386;1;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
41;"admin.";"divorced";"high.school";"no";"no";"no";"telephone";"may";"tue";293;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
39;"blue-collar";"married";"basic.9y";"no";"yes";"no";"cellular";"may";"tue";149;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
35;"self-employed";"single";"professional.course";"no";"yes";"no";"cellular";"nov";"thu";361;1;999;0;"nonexistent";-0.1;93.2;-42;4.076;5195.8;"no"
28;"admin.";"married";"university.degree";"no";"no";"no";"cellular";"may";"tue";72;3;999;1;"failure";-1.8;92.893;-46.2;1.291;5099.1;"no"
39;"admin.";"single";"high.school";"no";"yes";"no";"cellular";"aug";"thu";73;1;999;0;"nonexistent";1.4;93.444;-36.1;4.968;5228.1;"no"
41;"services";"married";"university.degree";"no";"yes";"no";"cellular";"nov";"tue";140;1;999;0;"nonexistent";-0.1;93.2;-42;4.153;5195.8;"no"
52;"management";"married";"university.degree";"unknown";"no";"no";"telephone";"may";"mon";467;5;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
38;"admin.";"married";"basic.9y";"no";"yes";"yes";"cellular";"nov";"wed";122;2;999;0;"nonexistent";-0.1;93.2;-42;4.12;5195.8;"no"
31;"admin.";"divorced";"high.school";"no";"no";"no";"cellular";"may";"tue";101;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.344;5099.1;"no"
34;"admin.";"single";"university.degree";"no";"yes";"no";"cellular";"aug";"wed";209;3;999;0;"nonexistent";1.4;93.444;-36.1;4.965;5228.1;"no"
30;"admin.";"single";"high.school";"no";"no";"no";"telephone";"may";"thu";308;3;999;0;"nonexistent";1.1;93.994;-36.4;4.855;5191;"no"
40;"admin.";"divorced";"university.degree";"no";"no";"no";"cellular";"aug";"mon";144;1;999;0;"nonexistent";1.4;93.444;-36.1;4.965;5228.1;"no"
28;"self-employed";"married";"basic.9y";"no";"yes";"no";"cellular";"may";"fri";1111;5;999;0;"nonexistent";-1.8;92.893;-46.2;1.25;5099.1;"yes"
45;"admin.";"married";"unknown";"no";"yes";"no";"telephone";"jun";"mon";1068;1;999;0;"nonexistent";1.4;94.465;-41.8;4.865;5228.1;"yes"
32;"admin.";"single";"high.school";"no";"no";"no";"cellular";"may";"fri";144;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.25;5099.1;"no"
37;"technician";"single";"professional.course";"no";"yes";"no";"cellular";"aug";"thu";286;2;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
33;"unemployed";"married";"professional.course";"unknown";"yes";"no";"telephone";"may";"mon";129;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
37;"admin.";"married";"university.degree";"no";"yes";"no";"telephone";"nov";"wed";119;1;6;1;"success";-0.1;93.2;-42;4.286;5195.8;"no"
47;"blue-collar";"married";"basic.6y";"unknown";"yes";"no";"telephone";"may";"fri";604;2;999;0;"nonexistent";1.1;93.994;-36.4;4.864;5191;"yes"
32;"admin.";"single";"university.degree";"no";"yes";"no";"cellular";"nov";"tue";145;2;999;1;"failure";-0.1;93.2;-42;4.153;5195.8;"no"
31;"admin.";"married";"university.degree";"no";"yes";"yes";"cellular";"aug";"wed";274;2;999;0;"nonexistent";1.4;93.444;-36.1;4.965;5228.1;"no"
41;"admin.";"married";"basic.9y";"no";"yes";"no";"telephone";"jul";"wed";120;3;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
58;"admin.";"married";"university.degree";"no";"no";"no";"cellular";"aug";"mon";129;2;999;0;"nonexistent";1.4;93.444;-36.1;4.965;5228.1;"no"
38;"blue-collar";"divorced";"basic.6y";"no";"yes";"yes";"cellular";"apr";"mon";37;1;999;1;"failure";-1.8;93.075;-47.1;1.405;5099.1;"no"
37;"admin.";"married";"basic.6y";"no";"no";"no";"telephone";"may";"mon";130;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
40;"admin.";"married";"university.degree";"no";"yes";"yes";"cellular";"oct";"fri";109;5;999;0;"nonexistent";-3.4;92.431;-26.9;0.739;5017.5;"no"
58;"unknown";"married";"basic.9y";"no";"yes";"no";"cellular";"dec";"thu";154;1;999;1;"failure";-3;92.713;-33;0.72;5023.5;"yes"
38;"technician";"married";"basic.6y";"unknown";"no";"no";"telephone";"may";"fri";785;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"yes"
40;"unemployed";"divorced";"high.school";"no";"no";"no";"telephone";"may";"thu";101;1;999;0;"nonexistent";1.1;93.994;-36.4;4.86;5191;"no"
46;"admin.";"married";"basic.9y";"unknown";"yes";"no";"telephone";"jun";"fri";856;3;999;0;"nonexistent";1.4;94.465;-41.8;4.959;5228.1;"yes"
38;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"oct";"wed";576;1;6;1;"success";-3.4;92.431;-26.9;0.735;5017.5;"yes"
35;"blue-collar";"single";"basic.9y";"no";"yes";"no";"cellular";"may";"wed";181;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.334;5099.1;"no"
39;"entrepreneur";"married";"university.degree";"unknown";"no";"no";"cellular";"nov";"tue";54;2;999;0;"nonexistent";-0.1;93.2;-42;4.153;5195.8;"no"
32;"unknown";"single";"basic.6y";"no";"yes";"no";"telephone";"jun";"wed";62;2;999;0;"nonexistent";1.4;94.465;-41.8;4.959;5228.1;"no"
36;"admin.";"single";"university.degree";"no";"no";"no";"cellular";"may";"tue";7;5;999;0;"nonexistent";-1.8;92.893;-46.2;1.291;5099.1;"no"
33;"admin.";"married";"high.school";"no";"no";"no";"telephone";"jun";"tue";96;2;999;0;"nonexistent";1.4;94.465;-41.8;4.961;5228.1;"no"
36;"blue-collar";"married";"high.school";"no";"yes";"yes";"telephone";"may";"thu";426;6;999;0;"nonexistent";1.1;93.994;-36.4;4.86;5191;"no"
43;"blue-collar";"married";"high.school";"no";"no";"no";"cellular";"jul";"fri";297;2;999;0;"nonexistent";1.4;93.918;-42.7;4.957;5228.1;"no"
45;"blue-collar";"married";"basic.9y";"unknown";"yes";"no";"telephone";"may";"mon";816;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
34;"admin.";"single";"university.degree";"no";"yes";"no";"cellular";"apr";"tue";461;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.423;5099.1;"yes"
35;"technician";"married";"professional.course";"no";"no";"no";"telephone";"mar";"thu";282;2;6;1;"success";-1.8;93.369;-34.8;0.65;5008.7;"no"
30;"management";"married";"university.degree";"no";"no";"no";"cellular";"may";"fri";67;1;999;1;"failure";-1.8;92.893;-46.2;1.25;5099.1;"no"
28;"technician";"single";"professional.course";"no";"yes";"no";"cellular";"jul";"tue";167;2;6;1;"success";-1.7;94.215;-40.3;0.893;4991.6;"no"
37;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"aug";"tue";198;2;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
30;"blue-collar";"single";"unknown";"no";"no";"no";"telephone";"jun";"thu";65;2;999;0;"nonexistent";1.4;94.465;-41.8;4.866;5228.1;"no"
43;"management";"single";"high.school";"no";"no";"no";"cellular";"nov";"fri";40;1;999;0;"nonexistent";-0.1;93.2;-42;4.021;5195.8;"no"
38;"technician";"single";"basic.6y";"no";"no";"no";"cellular";"nov";"wed";296;1;999;0;"nonexistent";-0.1;93.2;-42;4.12;5195.8;"no"
61;"management";"married";"university.degree";"no";"yes";"no";"cellular";"sep";"fri";491;1;999;0;"nonexistent";-3.4;92.379;-29.8;0.741;5017.5;"no"
45;"blue-collar";"married";"basic.9y";"unknown";"no";"no";"telephone";"jun";"fri";13;6;999;0;"nonexistent";1.4;94.465;-41.8;4.959;5228.1;"no"
32;"technician";"married";"university.degree";"no";"yes";"no";"cellular";"nov";"wed";405;2;999;0;"nonexistent";-0.1;93.2;-42;4.12;5195.8;"no"
38;"unemployed";"married";"basic.9y";"unknown";"no";"no";"telephone";"may";"mon";200;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
55;"admin.";"married";"basic.4y";"unknown";"no";"no";"telephone";"jun";"fri";1469;9;999;0;"nonexistent";1.4;94.465;-41.8;4.967;5228.1;"yes"
35;"housemaid";"married";"basic.4y";"no";"no";"no";"telephone";"may";"thu";646;3;999;0;"nonexistent";1.1;93.994;-36.4;4.86;5191;"yes"
55;"technician";"married";"professional.course";"no";"yes";"no";"telephone";"jun";"mon";555;5;999;0;"nonexistent";1.4;94.465;-41.8;4.865;5228.1;"yes"
40;"blue-collar";"single";"basic.9y";"no";"no";"yes";"telephone";"may";"wed";227;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
86;"retired";"married";"professional.course";"no";"no";"no";"telephone";"dec";"wed";343;2;999;0;"nonexistent";-3;92.713;-33;0.715;5023.5;"yes"
54;"management";"married";"basic.6y";"no";"yes";"no";"cellular";"may";"mon";142;5;999;0;"nonexistent";-1.8;92.893;-46.2;1.299;5099.1;"no"
42;"technician";"divorced";"university.degree";"no";"no";"no";"cellular";"jul";"fri";221;2;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
39;"housemaid";"single";"university.degree";"unknown";"no";"no";"telephone";"jul";"tue";39;9;999;0;"nonexistent";1.4;93.918;-42.7;4.961;5228.1;"no"
34;"technician";"married";"basic.9y";"no";"no";"no";"cellular";"nov";"tue";106;1;999;0;"nonexistent";-0.1;93.2;-42;4.153;5195.8;"no"
27;"self-employed";"single";"university.degree";"no";"yes";"yes";"telephone";"jun";"wed";161;1;999;0;"nonexistent";1.4;94.465;-41.8;4.864;5228.1;"no"
37;"services";"married";"high.school";"no";"no";"no";"cellular";"nov";"wed";516;2;999;1;"failure";-3.4;92.649;-30.1;0.715;5017.5;"no"
35;"blue-collar";"married";"professional.course";"no";"yes";"yes";"telephone";"apr";"fri";114;2;999;0;"nonexistent";-1.8;93.075;-47.1;1.405;5099.1;"no"
39;"admin.";"single";"university.degree";"no";"yes";"no";"cellular";"nov";"wed";514;1;999;0;"nonexistent";-0.1;93.2;-42;4.12;5195.8;"no"
31;"technician";"married";"professional.course";"no";"no";"no";"cellular";"aug";"wed";112;1;999;0;"nonexistent";1.4;93.444;-36.1;4.965;5228.1;"no"
56;"blue-collar";"married";"basic.4y";"unknown";"yes";"no";"telephone";"jun";"mon";52;3;999;0;"nonexistent";1.4;94.465;-41.8;4.961;5228.1;"no"
29;"self-employed";"single";"university.degree";"no";"yes";"no";"cellular";"nov";"mon";51;2;999;0;"nonexistent";-0.1;93.2;-42;4.191;5195.8;"no"
52;"blue-collar";"married";"basic.4y";"unknown";"yes";"no";"telephone";"may";"tue";79;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
58;"retired";"divorced";"university.degree";"no";"yes";"no";"telephone";"may";"fri";825;1;999;0;"nonexistent";1.1;93.994;-36.4;4.855;5191;"no"
50;"services";"married";"basic.6y";"unknown";"no";"no";"telephone";"aug";"mon";161;1;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
46;"blue-collar";"married";"basic.9y";"unknown";"yes";"no";"telephone";"may";"wed";258;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
55;"blue-collar";"married";"basic.4y";"no";"no";"no";"telephone";"jun";"thu";146;1;999;0;"nonexistent";1.4;94.465;-41.8;4.958;5228.1;"no"
33;"technician";"single";"professional.course";"no";"yes";"no";"cellular";"aug";"thu";74;2;999;0;"nonexistent";1.4;93.444;-36.1;4.962;5228.1;"no"
78;"retired";"married";"basic.4y";"no";"no";"no";"cellular";"jul";"mon";1148;1;999;0;"nonexistent";-1.7;94.215;-40.3;0.87;4991.6;"yes"
59;"technician";"single";"university.degree";"unknown";"yes";"no";"cellular";"aug";"thu";95;1;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
44;"technician";"married";"professional.course";"no";"yes";"no";"telephone";"may";"thu";515;2;999;0;"nonexistent";1.1;93.994;-36.4;4.86;5191;"no"
30;"services";"single";"high.school";"unknown";"yes";"no";"cellular";"apr";"fri";451;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.405;5099.1;"no"
41;"services";"divorced";"basic.9y";"no";"yes";"no";"telephone";"may";"wed";189;3;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
53;"unknown";"married";"high.school";"unknown";"no";"no";"telephone";"jun";"mon";313;2;999;0;"nonexistent";1.4;94.465;-41.8;4.865;5228.1;"no"
31;"blue-collar";"married";"basic.9y";"no";"yes";"no";"telephone";"jun";"tue";23;1;999;0;"nonexistent";1.4;94.465;-41.8;4.864;5228.1;"no"
20;"student";"single";"high.school";"no";"no";"no";"cellular";"aug";"fri";190;2;999;1;"failure";-2.9;92.201;-31.4;0.869;5076.2;"no"
48;"blue-collar";"married";"basic.4y";"unknown";"yes";"yes";"cellular";"aug";"thu";111;5;999;0;"nonexistent";1.4;93.444;-36.1;4.968;5228.1;"no"
29;"entrepreneur";"single";"professional.course";"no";"no";"no";"telephone";"jun";"wed";609;1;999;0;"nonexistent";1.4;94.465;-41.8;4.962;5228.1;"no"
52;"blue-collar";"married";"basic.4y";"no";"no";"no";"telephone";"jun";"mon";50;3;999;0;"nonexistent";1.4;94.465;-41.8;4.96;5228.1;"no"
38;"admin.";"single";"high.school";"no";"yes";"no";"cellular";"apr";"fri";141;1;999;2;"failure";-1.8;93.075;-47.1;1.405;5099.1;"no"
60;"retired";"divorced";"basic.4y";"unknown";"yes";"no";"telephone";"jun";"thu";45;2;999;0;"nonexistent";1.4;94.465;-41.8;4.955;5228.1;"no"
29;"technician";"single";"high.school";"unknown";"yes";"no";"cellular";"aug";"wed";158;2;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
31;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"nov";"thu";298;2;5;1;"success";-0.1;93.2;-42;4.076;5195.8;"no"
29;"unemployed";"single";"university.degree";"no";"no";"no";"telephone";"jun";"fri";6;17;999;0;"nonexistent";1.4;94.465;-41.8;4.959;5228.1;"no"
31;"admin.";"single";"university.degree";"no";"yes";"no";"cellular";"aug";"fri";136;1;999;0;"nonexistent";1.4;93.444;-36.1;4.966;5228.1;"no"
36;"blue-collar";"married";"basic.6y";"unknown";"yes";"no";"telephone";"may";"thu";12;2;999;0;"nonexistent";1.1;93.994;-36.4;4.855;5191;"no"
53;"services";"married";"high.school";"no";"yes";"yes";"telephone";"may";"mon";370;3;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
42;"admin.";"married";"unknown";"no";"no";"no";"cellular";"nov";"mon";55;1;999;1;"failure";-0.1;93.2;-42;4.191;5195.8;"no"
41;"blue-collar";"married";"basic.9y";"no";"yes";"no";"cellular";"may";"mon";295;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.244;5099.1;"no"
55;"management";"divorced";"basic.6y";"unknown";"yes";"yes";"cellular";"jul";"wed";124;2;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
57;"admin.";"divorced";"high.school";"no";"no";"no";"telephone";"may";"fri";162;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
26;"management";"single";"university.degree";"no";"yes";"no";"cellular";"jul";"tue";201;1;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
35;"entrepreneur";"divorced";"professional.course";"unknown";"no";"no";"cellular";"aug";"tue";255;1;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
39;"management";"married";"university.degree";"no";"no";"no";"cellular";"aug";"mon";168;1;999;0;"nonexistent";1.4;93.444;-36.1;4.965;5228.1;"no"
37;"blue-collar";"married";"basic.4y";"unknown";"no";"yes";"cellular";"apr";"mon";64;3;999;1;"failure";-1.8;93.075;-47.1;1.405;5099.1;"no"
35;"management";"married";"university.degree";"no";"no";"no";"telephone";"aug";"fri";12;1;999;0;"nonexistent";-1.7;94.027;-38.3;0.898;4991.6;"no"
32;"blue-collar";"married";"basic.9y";"no";"no";"no";"telephone";"nov";"tue";296;2;999;0;"nonexistent";-0.1;93.2;-42;4.153;5195.8;"no"
42;"technician";"married";"professional.course";"no";"yes";"no";"telephone";"nov";"mon";76;1;999;0;"nonexistent";-0.1;93.2;-42;4.191;5195.8;"no"
36;"admin.";"married";"university.degree";"unknown";"yes";"no";"cellular";"aug";"tue";361;4;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
29;"blue-collar";"single";"basic.9y";"no";"no";"no";"telephone";"jun";"mon";91;1;999;0;"nonexistent";1.4;94.465;-41.8;4.961;5228.1;"no"
54;"services";"married";"basic.4y";"no";"no";"no";"cellular";"aug";"wed";211;1;999;0;"nonexistent";1.4;93.444;-36.1;4.965;5228.1;"no"
53;"services";"married";"basic.9y";"no";"yes";"no";"telephone";"jul";"tue";723;2;999;0;"nonexistent";1.4;93.918;-42.7;4.955;5228.1;"no"
47;"blue-collar";"married";"basic.9y";"no";"yes";"no";"telephone";"may";"tue";217;2;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
48;"management";"married";"university.degree";"no";"no";"yes";"telephone";"jun";"thu";94;1;999;0;"nonexistent";1.4;94.465;-41.8;4.866;5228.1;"no"
55;"retired";"married";"basic.6y";"unknown";"no";"no";"telephone";"may";"tue";129;1;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
56;"entrepreneur";"married";"unknown";"unknown";"no";"no";"telephone";"jun";"mon";41;2;999;0;"nonexistent";1.4;94.465;-41.8;4.865;5228.1;"no"
44;"unemployed";"married";"high.school";"no";"yes";"no";"cellular";"may";"tue";215;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.291;5099.1;"no"
43;"unemployed";"married";"basic.9y";"unknown";"yes";"yes";"cellular";"nov";"mon";252;3;999;0;"nonexistent";-0.1;93.2;-42;4.191;5195.8;"no"
49;"technician";"single";"high.school";"no";"no";"yes";"cellular";"may";"thu";253;4;999;0;"nonexistent";-1.8;92.893;-46.2;1.327;5099.1;"no"
30;"services";"single";"high.school";"no";"yes";"no";"cellular";"jul";"fri";94;2;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
60;"retired";"married";"basic.6y";"unknown";"no";"no";"cellular";"jul";"thu";126;1;999;0;"nonexistent";1.4;93.918;-42.7;4.968;5228.1;"no"
27;"unemployed";"married";"basic.6y";"unknown";"yes";"no";"cellular";"jul";"wed";62;1;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
46;"blue-collar";"married";"basic.4y";"no";"no";"no";"cellular";"may";"thu";87;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
33;"services";"married";"professional.course";"no";"no";"no";"telephone";"sep";"mon";5;1;999;1;"failure";-1.1;94.199;-37.5;0.879;4963.6;"no"
36;"technician";"married";"professional.course";"no";"no";"no";"telephone";"may";"wed";1423;3;999;0;"nonexistent";1.1;93.994;-36.4;4.859;5191;"yes"
59;"retired";"married";"basic.9y";"no";"yes";"yes";"cellular";"aug";"wed";339;1;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
50;"blue-collar";"divorced";"basic.4y";"no";"no";"no";"cellular";"jul";"thu";150;5;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
41;"admin.";"single";"professional.course";"no";"yes";"yes";"cellular";"apr";"fri";41;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.405;5099.1;"no"
39;"blue-collar";"married";"basic.9y";"no";"no";"no";"cellular";"may";"wed";129;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.334;5099.1;"no"
27;"blue-collar";"single";"basic.4y";"no";"yes";"no";"cellular";"jul";"wed";676;5;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
31;"unemployed";"single";"professional.course";"no";"yes";"no";"cellular";"nov";"thu";70;1;999;0;"nonexistent";-0.1;93.2;-42;4.076;5195.8;"no"
27;"blue-collar";"single";"basic.4y";"no";"yes";"no";"telephone";"may";"wed";179;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.281;5099.1;"no"
44;"services";"married";"high.school";"no";"yes";"no";"cellular";"may";"tue";10;5;999;0;"nonexistent";-1.8;92.893;-46.2;1.344;5099.1;"no"
30;"admin.";"single";"university.degree";"no";"yes";"no";"cellular";"aug";"fri";141;1;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
35;"unemployed";"married";"university.degree";"no";"no";"no";"cellular";"oct";"thu";360;5;999;0;"nonexistent";-3.4;92.431;-26.9;0.733;5017.5;"yes"
31;"admin.";"divorced";"university.degree";"no";"yes";"yes";"cellular";"aug";"tue";134;1;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
33;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"aug";"fri";111;1;999;0;"nonexistent";1.4;93.444;-36.1;4.966;5228.1;"no"
32;"technician";"divorced";"professional.course";"no";"yes";"no";"telephone";"jun";"tue";269;3;999;0;"nonexistent";1.4;94.465;-41.8;4.961;5228.1;"no"
31;"admin.";"single";"university.degree";"no";"yes";"no";"telephone";"oct";"fri";118;1;999;0;"nonexistent";-1.1;94.601;-49.5;0.972;4963.6;"no"
57;"self-employed";"married";"basic.9y";"unknown";"yes";"no";"telephone";"jun";"fri";185;4;999;0;"nonexistent";1.4;94.465;-41.8;4.959;5228.1;"no"
44;"blue-collar";"single";"university.degree";"unknown";"yes";"yes";"cellular";"jul";"tue";70;2;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
39;"admin.";"single";"high.school";"no";"yes";"no";"telephone";"may";"wed";132;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
40;"blue-collar";"single";"high.school";"unknown";"no";"no";"cellular";"may";"tue";418;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.291;5099.1;"no"
49;"blue-collar";"married";"basic.9y";"unknown";"no";"no";"telephone";"jun";"wed";158;1;999;0;"nonexistent";1.4;94.465;-41.8;4.959;5228.1;"no"
37;"admin.";"single";"university.degree";"no";"no";"no";"cellular";"oct";"fri";416;2;999;0;"nonexistent";-3.4;92.431;-26.9;0.72;5017.5;"yes"
30;"self-employed";"single";"high.school";"no";"yes";"no";"telephone";"may";"tue";123;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
62;"technician";"married";"unknown";"no";"no";"no";"cellular";"jul";"mon";262;2;999;2;"failure";-1.7;94.215;-40.3;0.827;4991.6;"yes"
51;"blue-collar";"married";"unknown";"unknown";"no";"yes";"telephone";"may";"mon";76;3;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
39;"admin.";"married";"high.school";"no";"yes";"no";"cellular";"may";"thu";141;8;999;0;"nonexistent";-1.8;92.893;-46.2;1.327;5099.1;"no"
45;"blue-collar";"married";"illiterate";"unknown";"no";"yes";"telephone";"may";"fri";333;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
30;"services";"married";"high.school";"no";"no";"no";"telephone";"may";"wed";226;10;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
32;"admin.";"single";"university.degree";"no";"yes";"no";"cellular";"may";"mon";8;7;999;0;"nonexistent";-1.8;92.893;-46.2;1.244;5099.1;"no"
32;"admin.";"single";"university.degree";"no";"yes";"no";"cellular";"aug";"tue";96;2;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
29;"admin.";"single";"university.degree";"no";"yes";"no";"cellular";"oct";"thu";99;1;999;0;"nonexistent";-3.4;92.431;-26.9;0.754;5017.5;"no"
34;"blue-collar";"married";"basic.9y";"unknown";"no";"no";"telephone";"jun";"wed";74;1;999;0;"nonexistent";1.4;94.465;-41.8;4.962;5228.1;"no"
50;"services";"married";"high.school";"no";"yes";"no";"cellular";"aug";"mon";54;15;999;0;"nonexistent";1.4;93.444;-36.1;4.965;5228.1;"no"
33;"admin.";"single";"high.school";"no";"no";"yes";"telephone";"jul";"tue";127;3;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
32;"technician";"married";"professional.course";"no";"yes";"no";"telephone";"jun";"mon";226;2;999;0;"nonexistent";1.4;94.465;-41.8;4.96;5228.1;"no"
42;"self-employed";"married";"university.degree";"no";"yes";"no";"cellular";"apr";"tue";216;1;999;1;"failure";-1.8;93.075;-47.1;1.423;5099.1;"yes"
51;"technician";"divorced";"professional.course";"no";"no";"yes";"cellular";"aug";"fri";50;3;999;0;"nonexistent";1.4;93.444;-36.1;4.966;5228.1;"no"
30;"blue-collar";"single";"high.school";"no";"yes";"no";"cellular";"jul";"wed";72;7;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
50;"management";"married";"university.degree";"unknown";"no";"no";"cellular";"jul";"thu";118;1;999;0;"nonexistent";1.4;93.918;-42.7;4.968;5228.1;"no"
59;"retired";"married";"unknown";"no";"no";"no";"cellular";"aug";"wed";385;2;999;1;"failure";-2.9;92.201;-31.4;0.884;5076.2;"yes"
56;"services";"married";"high.school";"unknown";"no";"no";"cellular";"may";"fri";310;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.25;5099.1;"no"
35;"blue-collar";"married";"basic.9y";"unknown";"yes";"no";"telephone";"jul";"thu";19;1;999;0;"nonexistent";1.4;93.918;-42.7;4.968;5228.1;"no"
39;"admin.";"single";"unknown";"no";"yes";"no";"telephone";"may";"wed";1521;1;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
40;"housemaid";"single";"university.degree";"no";"no";"no";"telephone";"jun";"mon";126;3;999;0;"nonexistent";1.4;94.465;-41.8;4.961;5228.1;"no"
52;"admin.";"married";"basic.9y";"no";"no";"no";"cellular";"may";"wed";423;1;999;1;"failure";-1.8;92.893;-46.2;1.281;5099.1;"no"
45;"admin.";"married";"university.degree";"unknown";"yes";"no";"cellular";"jul";"mon";478;11;999;0;"nonexistent";1.4;93.918;-42.7;4.96;5228.1;"no"
31;"admin.";"single";"high.school";"no";"yes";"no";"telephone";"may";"mon";100;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
47;"admin.";"married";"high.school";"unknown";"yes";"no";"cellular";"aug";"wed";93;7;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
33;"admin.";"married";"university.degree";"no";"yes";"no";"telephone";"jul";"fri";52;4;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
58;"unemployed";"divorced";"high.school";"no";"no";"no";"cellular";"jul";"mon";377;4;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
29;"management";"single";"university.degree";"no";"no";"no";"cellular";"nov";"tue";232;1;999;1;"failure";-0.1;93.2;-42;4.153;5195.8;"no"
38;"unknown";"married";"unknown";"no";"yes";"no";"cellular";"aug";"thu";44;3;999;0;"nonexistent";1.4;93.444;-36.1;4.962;5228.1;"no"
35;"management";"married";"professional.course";"no";"yes";"no";"cellular";"nov";"mon";142;3;999;0;"nonexistent";-0.1;93.2;-42;4.191;5195.8;"no"
30;"housemaid";"married";"university.degree";"no";"yes";"no";"cellular";"aug";"wed";195;7;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
51;"technician";"single";"university.degree";"no";"yes";"no";"cellular";"jun";"fri";509;1;999;0;"nonexistent";-2.9;92.963;-40.8;1.268;5076.2;"yes"
